; rcp45 from v25
; hectordata 0.0.0.9000
; commit 145b6becda72a60
; date Wed Feb  1 17:42:56 2023
; UNITS:, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
1975,6.2549509,0.97295172,127,13.49105,48.505,11.734,3.391,335.741,442.834,179.517,308.992,3492.425,286.28503,888.3331,0,0.613,70.487,0.064829061,0,0.39029213,0,2.6540105,0,0,0,6.1409693,0,180.53997,28.943004,28.434002,1.0518869,64264.788,-0.14110786,0,4.615,1.365,0.524,0.544,1.0315876,0
1976,6.3927205,1.0265167,127,13.491328,55.552,12.2,3.943,343.24,432.28,180.83,382.3,3495.619,290.35002,904.12064,0,0.613,78.51,0.066712124,0,0.39709328,0,2.8848647,0,0,0,6.3042588,0,183.88464,29.726336,28.737055,1.57603,64444.519,-0.017390156,0,4.883,1.767,0.783,0.621,1.0906077,0
1977,6.5304901,1.0822044,127,11.994452,63.634,12.68,4.582,330.711,419.447,182.185,462.112,3498.281,294.41502,919.90819,0,0.613,85.789,0.068597361,0,0.40390227,0,3.5660804,0,0,0,6.534405,0,187.2293,30.509669,29.040107,1.8384289,64624.251,0.13408693,0,5.029,2.035,1.006,0.697,1.0939874,0
1978,6.6682597,1.1400146,127,13.491857,72.896,13.168,5.337,359.009,424.498,183.581,587.319,3500.505,298.48002,935.69573,0,0.613,92.012,0.070484772,0,0.05429956,0,3.7964008,0,0,0,6.6193729,0,190.57397,31.293001,29.343159,2.3628175,64803.982,0.10906922,0,5.105,2.454,1.253,0.774,1.09037,0
1979,6.8060293,1.1999481,127,11.994981,83.489,13.661,6.228,274.357,357.266,185.022,489.712,3502.36,302.54501,951.48328,0,0.613,99.321,0.072374362,0,0.054330947,0,4.0275411,0,0,0,7.007773,0,193.91864,32.076334,29.646211,2.8873698,64983.713,0.093990052,0,5.387,2.928,1.548,0.85,1.0647127,0
1980,6.9437989,1.2620043,121.849,13.492387,95.641,14.194,7.006,304.998,432.044,186.506,550.707,3503.915,306.61001,967.27082,0,0.613,104.973,0.018814427,0,0.76720931,0,4.2595023,0,0,0,7.0613923,0,197.2633,32.859666,29.949263,3.1501778,65163.444,0.14813797,0,5.332,3.453,1.805,0.927,1.0252096,0
1981,7.0210048,1.3261846,110.093,11.995499,104.421,14.121,7.743,289.529,386.347,188.038,505.097,3505.193,310.01251,980.4447,0,1.25,106.406,0.066288365,0,0.78079292,0,4.4921574,0,0,0,6.8417522,0,199.79888,33.357242,30.456334,3.4130677,65043.883,0.079596302,0,5.168,3.946,2.139,1.003,1.0448621,0
1982,7.0982107,1.392488,123.807,13.492893,108.943,13.905,8.399,252.419,400.317,189.616,505.343,3506.255,313.415,993.61858,0,0.961,116.821,0.073594133,0,0.081528294,0,4.7256142,0,0,0,7.1189858,0,202.33446,33.854818,30.963404,3.6760394,64924.321,-0.59142661,0,5.127,4.522,2.645,1.105,1.1904055,0
1983,7.1754165,1.4609153,135.729,11.996004,120.93,14.252,9.207,299.092,408.416,191.243,553.718,3507.154,316.8175,1006.7925,0,1.165,125.343,0.073496743,0,0.79436576,0,4.9598729,0,0,0,7.2168971,0,204.87003,34.352393,31.470475,3.939093,64804.76,-0.87621724,0,5.11,5.168,2.98,1.183,1.2255201,0
1984,7.2526224,1.5314669,134.867,11.996242,177.397,14.781,9.71,310.901,432.125,192.92,569.476,3507.882,320.22,1019.9663,0,1.331,130.447,0.018263078,0,0.80794309,0,5.1949332,0,0,0,7.0481314,0,207.40561,34.849969,31.977546,3.9403205,64685.199,-0.32000161,0,5.29,6.032,3.475,1.262,1.2600833,0
1985,7.3298282,1.6041426,109.714,11.99648,128.622,15.705,9.792,315.327,407.669,194.648,546.714,3508.496,323.6225,1033.1402,0,1.011,138.367,-0.080681159,0,0.10867413,0,5.4307947,0,0,0,7.0169243,0,209.94119,35.347545,32.484616,4.7272717,64565.637,-0.023216198,0,5.444,7.083,3.997,1.355,1.2753449,0
1986,7.4070341,1.678943,149.931,13.493874,169.103,16.379,10.152,388.346,502.712,196.427,539.076,3508.999,327.025,1046.3141,0,3.575,146.048,0.075292049,0,0.82150728,0,5.6674573,0,0,0,7.0704917,0,212.47677,35.845121,32.991687,4.9906525,64446.076,0.035044219,0,5.61,8.22,4.579,1.434,1.2872023,0
1987,7.48424,1.7558675,115.608,11.996986,250.222,16.667,10.807,387.277,453.238,198.259,647.608,3509.425,330.42749,1059.488,0,3.773,162.883,0.17780496,0,1.5479209,0,5.9049208,0,0,0,7.4616728,0,215.01235,36.342696,33.498757,4.7302994,64326.514,0.065887969,0,5.753,9.656,5.109,1.504,1.2940086,0
1988,7.5614458,1.8349176,135.667,11.997224,245.07,16.593,11.493,303.816,507.99,200.146,635.816,3509.774,333.82999,1072.6618,0,4.458,180.113,0.18118326,0,0.86222749,0,6.1431847,0,0,0,7.2025077,0,217.54792,36.840272,34.005828,4.9936804,64206.953,0.10598484,0,5.964,11.362,5.696,1.728,1.3167248,0
1989,7.6386517,1.9160924,118.146,11.997462,204.109,15.725,12.26,301.477,385.52,202.087,564.767,3510.061,337.23249,1085.8357,0,6.174,186.15,0.18829422,0.94505787,0.87579234,0,6.3822492,0,0,0,7.3310397,0,220.0835,37.337848,34.512898,5.519051,64087.391,0.12928901,0,6.089,11.605,5.482,1.73,1.3236436,0
1990,7.7158575,2.0735678,143.171,11.997683,203.131,14.022,12.363,291.464,405.617,204.082,694.142,3510.299,340.63499,1099.0096,0,11.322,195.69,0.18594167,1.0101542,0.88920979,0,6.6218233,0,0,0,7.5856812,0,222.61908,37.835424,35.019969,5.5207695,63967.83,0.12654734,0,6.144,11.702,5.119,1.73,1.3194833,0
1991,7.7247518,2.3729101,70.607,11.997905,198.928,13.243,12.135,190.405,309.884,206.133,573.576,3510.501,336.59218,1095.9087,0,16.556,204.801,0.19092079,2.1776448,0.90261206,0.004710024,6.8621776,0,0,0,7.4023631,0,221.41947,37.868111,35.072322,5.7843959,62955.167,-0.81487245,0,6.235,11.426,4.094,1.735,1.3809799,0
1992,7.733646,2.3731469,91.022,11.998111,121.343,10.324,12.018,203.23,303.369,208.24,554.986,3510.656,332.54937,1092.8078,0,20.911,185.994,0.28889991,4.2079892,1.6286536,0.004710028,7.102985,0,0,0,7.7989323,0,220.21986,37.900799,35.124675,5.7861962,61942.504,-1.4197527,0,6.118,9.343,2.74,1.715,1.3035304,0
1993,7.7425403,2.3733837,85.436,11.998354,67.857,8.322,11.681,144.94,228.999,210.402,372.232,3510.801,328.50656,1089.707,23.101,22.5,188.092,0.3768163,8.4161579,2.3685965,0.18499007,7.3453102,0,0,0,7.3131034,0,219.02026,37.933487,35.177028,6.3118123,60929.841,-0.68190161,0,6.124,10.23,3.344,1.7,1.2981006,0
1994,7.7514345,2.3736205,77.289,11.998587,61.065,6.105,11.011,127.137,232.722,212.619,244.236,3510.907,324.46375,1086.6061,33.844,25.599,179.101,1.8251048,21.399077,3.8347584,0.1819901,7.588207,0,0,0,7.5072841,0,217.82065,37.966174,35.229381,5.0042369,59917.178,-0.13151203,0,6.242,9.105,4.75,1.68,1.2895956,0
1995,7.7603288,2.3738573,85.021,10.501674,22.978,4.784,9.083,119.235,194.71,200.199,201.637,3511.005,320.42094,1083.5052,41.961,24.275,243.238,2.9802177,29.726101,6.0409628,0.099994794,10.211528,0,0,0,7.6191035,0,216.62104,37.998862,35.281735,6.0534232,58904.515,0.058691094,0,6.372,10.035,3.991,1.3,1.2750104,0
1996,7.769223,2.3740941,70.403,11.999071,27.962,2.943,7.019,115.437,178.907,201.834,89.184,3511.082,316.37814,1080.4043,51.431,26.411,211.181,3.4188812,40.584859,6.1499876,0.43697783,10.248182,0,0,0,7.6520638,0,215.42143,38.03155,35.334088,6.0553054,57891.852,0.12380568,0,6.51,10.743,2.691,0.85,1.2511025,0
1997,7.7781173,2.3743309,74.423,11.999322,18.663,1.886,5.429,95.388,160.981,207.696,62.53,3511.082,312.33533,1077.3034,46.639,22.493,208.614,5.354049,50.643567,6.2587493,0.40797848,10.284399,0,0,0,7.9097526,0,214.22182,38.064237,35.386441,4.4857403,56879.189,0.15327859,0,6.619,9.909,2.594,0.7,1.2181397,0
1998,7.7870115,2.3745677,84.361,11.999575,14.831,1.199,4.223,92.401,152.715,206.946,29.412,3511.082,308.29252,1074.2026,58.131,27.683,249.912,7.2031812,59.652126,6.3676829,0.92795208,10.320704,0,0.087305408,0,7.8957263,0,213.02222,38.096925,35.438794,4.7490393,55866.526,0.18754943,0,6.588,9.837,2.491,0.71,1.2148431,0
1999,7.7959058,2.3748045,69.242,10.502692,14.362,0.784,3.32,94.931,145.169,195.938,24.668,3511.082,304.24971,1071.1017,55.817,28.047,230.91,8.1531677,67.043997,6.4775249,1.35393,10.357655,0,0.78573737,0,7.5269849,0,211.82261,38.129612,35.491147,6.3219597,54853.863,0.21633693,0,6.569,9.806,2.39,0.631,1.1827892,0
2000,7.8048,2.3749,74.132,12.0001,17.777,0.567,2.609,99.227,140.712,186.206,18.584,3511.082,300.2069,1068.0008,55.602,26.296,229.638,8.5381,75.0393,6.234,1.9509,10.3949,17.9257,4,0,7.4566,0,210.623,38.1623,35.5435,5.5382,53841.2,0.22867443,0,6.735,8.834,2.295,0.562,1.1488,0
2001,7.8945,2.4345,65.195,11.925,12.051,0.45,2.069,81.839,117.202,181.525,13.253,3511.082,303.4092,1066.7448,57.19,28.001,270.443,9.0301,84.0409,7.4947,1.6449,10.4328,19.7183,5.3987,0.6471,7.503,0,211.5938,38.2888,35.7143,5.699,54419.1,0.23244422,0,6.8959,8.669,2.209,0.5,1.132,0
2002,7.9842,2.4915,69.565,11.8481,6.019,0.423,1.609,81.408,100.258,181.887,13.487,3511.082,306.5788,1065.4691,57.77,22.43,243.015,9.8852,94.7161,8.7389,2.508,10.4708,21.5109,6.7975,1.294,7.5487,0,212.5632,38.4153,35.8845,5.8596,54996.1,0.23244422,0,6.949,8.524,2.131,0.445,1.2317,0
2003,8.0734,2.5463,69.381,11.7693,2.604,0.37,1.288,90.865,107.745,177.539,8.444,3511.082,309.7164,1064.1741,48.801,23.232,252.962,12.0788,101.4157,9.9776,3.341,10.5083,23.3035,8.196,1.9411,7.5942,0,213.5311,38.5418,36.0543,6.0201,55571.6,0.23244422,0,7.286,7.77,2.057,0.396,1.2257,0
2004,8.1623,2.599,67.383,11.6885,5.237,0.378,1.046,78.182,87.647,174.26,10.874,3511.082,312.824,1062.8596,43.847,23.348,263.062,12.5073,113.9297,11.2136,4.269,10.5454,25.096,9.5947,2.5882,7.6394,0,214.4977,38.6684,36.2232,6.1805,56146.1,0.23244422,0,7.6719,7.653,1.987,0.353,1.2429,0
2005,8.2512,2.6494,65,11.6059,0.854,0.227,0.785,49.49,51.552,168.841,10.874,3511.082,315.9027,1061.5255,46.641,26.458,283.408,13.7591,120.9334,12.4483,4.8901,10.8116,26.8885,10.9935,3.2351,7.6841,0,215.4628,38.7948,36.3917,6.3407,56719.5,0.18401834,0,7.971,7.518,1.92,0.314,1.1955,0
2006,8.2245,2.5813,58.5,11.411,1.119,0.136,0.588,48.471,49.808,167.857,10.874,3511.082,317.2396,1057.0145,48.747,34.767,297.615,14.4509,121.0746,12.7893,5.1614,10.5529,31.23,12.3831,3.8803,7.721,0,214.0518,38.5859,35.9952,6.4709,56303.4,0.06779623,0,8.0985,6.992,1.834,0.279,1.1385,0
2007,8.1977,2.5131,52,11.2139,0.911,0.082,0.441,47.083,46.366,167.857,10.874,3511.082,318.5722,1052.4683,50.583,39.869,311.265,15.1335,129.6223,13.1314,5.4292,10.2947,35.5714,13.7731,4.5246,7.7579,0,212.6378,38.3772,35.598,6.6013,55887.3,0,0,8.226,6.502,1.752,0.249,1.0815,0
2008,8.1708667,2.4452667,45.5,11.012133,0.806,0.049,0.331,45.74,43.216,167.857,10.874,3511.082,319.8964,1047.8519,52.161,39.099,324.431,15.798,133.99193,13.4753,5.6901667,10.037233,39.912933,15.162767,5.1677,7.7946667,0,211.21813,38.168667,35.199467,6.286,55471.1,0,0,8.3531333,6.047,1.675,0.221,1.0245333,0
2009,8.1440333,2.3774333,39,10.810367,0.754,0.029,0.248,44.442,40.334,167.857,10.874,3511.082,321.2206,1043.2354,53.496,38.069,337.175,16.4625,138.36157,13.8192,5.9511333,9.7797667,44.254467,16.552433,5.8108,7.8314333,0,209.79847,37.960133,34.800933,5.9707,55054.9,0,0,8.4802667,5.624,1.601,0.197,0.96756667,0
2010,8.1172,2.3096,32.5,10.6086,0.377,0.018,0.186,42.976,36.906,167.857,7.266,3511.082,322.5448,1038.619,54.598,36.801,349.552,17.127,142.7312,14.1631,6.2121,9.5223,48.596,17.9421,6.4539,7.8682,0,208.3788,37.7516,34.4024,5.6554,54638.7,0,0,8.6074,5.23,1.521,0.175,0.9106,0
2011,8.09002,2.24289,26,10.3919,0.189,0.011,0.14,41.557,33.769,167.857,7.266,3511.082,323.84112,1033.7724,55.479,35.314,361.61,18.54246,147.40164,14.51343,5.65092,8.68531,52.93749,22.21208,6.53107,7.90492,0,206.94006,37.54386,33.99919,5.34014,54222.14,0,0,8.73381,4.864,1.445,0.156,0.85362,0
2012,8.06284,2.17618,19.5,10.1752,0.094,0.006,0.105,40.186,30.898,167.857,7.266,3511.082,325.13744,1028.9259,56.152,33.625,373.391,19.95792,152.07208,14.86376,5.08974,7.84832,57.27898,26.48206,6.60824,7.94164,0,205.50132,37.33612,33.59598,5.02488,53805.58,0,0,8.86022,4.524,1.373,0.139,0.79664,0
2013,8.03566,2.10947,13,9.9585,0.047,0.004,0.079,38.86,28.272,167.857,7.266,3511.082,326.43376,1024.0793,56.625,31.75,384.93,21.37338,156.74252,15.21409,4.52856,7.01133,61.62047,30.75204,6.68541,7.97836,0,204.06258,37.12838,33.19277,4.70962,53389.02,0,0,8.98663,4.207,1.304,0.124,0.73966,0
2014,8.00848,2.04276,6.5,9.7418,0.024,0.002,0.059,37.578,25.869,167.857,7.266,3511.082,327.73008,1019.2328,56.909,29.705,396.259,22.78884,161.41296,15.56442,3.96738,6.17434,65.96196,35.02202,6.76258,8.01508,0,202.62384,36.92064,32.78956,4.39436,52972.46,0,0,9.11304,3.913,1.239,0.11,0.68268,0
2015,7.9813,1.97605,0,9.5251,0.012,0.001,0.044,36.338,23.67,155.925,0,3511.082,329.0264,1014.3863,57.013,27.502,407.405,24.2043,166.0834,15.91475,3.4062,5.33735,70.30345,39.292,6.83975,8.0518,0,201.1851,36.7129,32.38635,4.0791,52555.9,0,0,9.23945,3.639,1.177,0.098,0.6257,0
2016,7.95412,1.90934,0,9.3084,0.006,0.001,0.033,35.138,21.658,155.925,0,3511.082,330.32272,1009.5397,57.113,25.476,417.103,25.61976,170.75384,16.26508,2.84502,4.50036,74.64494,43.56198,6.91692,8.08852,0,199.74636,36.50516,31.98314,3.76384,52139.34,0,0,9.36586,3.384,1.118,0.087,0.56872,0
2017,7.92694,1.84263,0,9.0917,0.003,0,0.025,33.979,19.817,155.925,0,3511.082,331.61904,1004.6932,57.207,23.611,425.539,27.03522,175.42428,16.61541,2.28384,3.66337,78.98643,47.83196,6.99409,8.12524,0,198.30761999999999,36.29742,31.57993,3.44858,51722.78,0,0,9.49227,3.147,1.062,0.078,0.51174,0
2018,7.89976,1.77592,0,8.875,0.001,0,0.019,32.858,18.133,155.925,0,3511.082,332.91536,999.8466,57.297,21.896,432.879,28.45068,180.09472,16.96574,1.72266,2.82638,83.32792,52.10194,7.07126,8.16196,0,196.86888,36.08968,31.17672,3.13332,51306.22,0,0,9.61868,2.927,1.009,0.069,0.45476,0
2019,7.87258,1.70921,0,8.6583,0.001,0,0.014,31.773,16.591,155.925,0,3511.082,334.21168,995.00005,57.382,20.318,439.265,29.86614,184.76516,17.31607,1.16148,1.98939,87.66941,56.37192,7.14843,8.19868,0,195.43014,35.88194,30.77351,2.81806,50889.66,0,0,9.74509,2.722,0.959,0.061,0.39778,0
2020,7.8454,1.6425,0,8.4416,0,0,0.01,30.725,15.181,155.925,0,3511.082,335.508,990.1535,57.463,18.867,444.821,31.2816,189.4356,17.6664,0.6003,1.1524,92.0109,60.6419,7.2256,8.2354,0,193.9914,35.6742,30.3703,2.5028,50473.1,0,0,9.8715,2.531,0.911,0.055,0.3408,0
2021,7.79487,1.65926,0,8.442,0,0,0.008,29.711,13.891,155.925,0,3511.082,335.85701,990.11353,57.54,17.531,449.654,31.32967,191.31961,17.94569,0.56612,1.1063,92.38631,61.78125,7.31559,8.26904,0,194.87285,35.58304,30.2411,2.54361,49712.27,0,0,9.97968,2.354,0.865,0.049,0.32835,0
2022,7.74434,1.67602,0,8.4424,0,0,0.006,28.73,12.71,155.925,0,3511.082,336.20602,990.07356,57.613,16.302,453.859,31.37774,193.20362,18.22498,0.53194,1.0602,92.76172,62.9206,7.40558,8.30268,0,195.7543,35.49188,30.1119,2.58442,48951.44,0,0,10.08786,2.189,0.822,0.043,0.3159,0
2023,7.69381,1.69278,0,8.4428,0,0,0.004,27.782,11.63,155.925,0,3511.082,336.55503,990.03359,57.682,15.172,457.517,31.42581,195.08763,18.504270000000002,0.49776,1.0141,93.13713,64.05995,7.49557,8.33632,0,196.63575,35.40072,29.9827,2.62523,48190.61,0,0,10.19604,2.036,0.781,0.039,0.30345,0
2024,7.64328,1.70954,0,8.4432,0,0,0.003,26.865,10.641,155.925,0,3511.082,336.90404,989.99362,57.748,14.132,460.7,31.47388,196.97164,18.78356,0.46358,0.968,93.51254,65.1993,7.58556,8.36996,0,197.5172,35.30956,29.8535,2.66604,47429.78,0,0,10.30422,1.894,0.742,0.034,0.291,0
2025,7.59275,1.7263,0,8.4436,0,0,0.002,25.979,9.737,155.925,0,3511.082,337.25305,989.95365,57.811,13.175,463.469,31.52195,198.85565,19.06285,0.4294,0.9219,93.88795,66.33865,7.67555,8.4036,0,198.39865,35.2184,29.7243,2.70685,46668.95,0,0,10.4124,1.761,0.705,0.031,0.27855,0
2026,7.54222,1.74306,0,8.444,0,0,0.002,25.122,8.909,155.925,0,3511.082,337.60206,989.91368,57.87,12.295,465.878,31.57002,200.73966,19.34214,0.39522,0.8758,94.26336,67.478,7.76554,8.43724,0,199.2801,35.12724,29.5951,2.74766,45908.12,0,0,10.52058,1.638,0.669,0.027,0.2661,0
2027,7.49169,1.75982,0,8.4444,0,0,0.001,24.293,8.152,155.925,0,3511.082,337.95107,989.87371,57.927,11.485,467.974,31.61809,202.62367,19.62143,0.36104,0.8297,94.63877,68.61735,7.85553,8.47088,0,200.16155,35.03608,29.4659,2.78847,45147.29,0,0,10.62876,1.523,0.636,0.024,0.25365,0
2028,7.44116,1.77658,0,8.4448,0,0,0.001,23.491,7.459,155.925,0,3511.082,338.30008,989.83374,57.98,10.74,469.797,31.66616,204.50768,19.90072,0.32686,0.7836,95.01418,69.7567,7.94552,8.50452,0,201.043,34.94492,29.3367,2.82928,44386.46,0,0,10.73694,1.417,0.604,0.022,0.2412,0
2029,7.39063,1.79334,0,8.4452,0,0,0.001,22.716,6.825,155.925,0,3511.082,338.64909,989.79377,58.031,10.055,471.384,31.71423,206.39169,20.18001,0.29268,0.7375,95.38959,70.89605,8.03551,8.53816,0,201.92445,34.85376,29.2075,2.87009,43625.63,0,0,10.84512,1.317,0.574,0.019,0.22875,0
2030,7.3401,1.8101,0,8.4456,0,0,0.001,21.966,6.245,155.925,0,3511.082,338.9981,989.7538,58.08,9.424,472.764,31.7623,208.2757,20.4593,0.2585,0.6914,95.765,72.0354,8.1255,8.5718,0,202.8059,34.7626,29.0783,2.9109,42864.8,0,0,10.9533,1.225,0.545,0.017,0.2163,0
2031,7.2846,1.8237,0,8.46737,0,0,0,21.241,5.714,155.925,0,3511.082,338.85573,985.80309,57.831,8.826,467.698,31.72409,210.39103,20.74256,0.25838,0.66362,95.88014,72.90303,8.24943,8.58349,0,202.69076,34.54297,28.95954,2.95352,42038.72,0,0,10.99177,1.139,0.518,0.015,0.21454,0
2032,7.2291,1.8373,0,8.48914,0,0,0,20.54,5.228,155.925,0,3511.082,338.71336,981.85238,57.299,8.259,457.026,31.68588,212.50636,21.02582,0.25826,0.63584,95.99528,73.77066,8.37336,8.59518,0,202.57562,34.32334,28.84078,2.99614,41212.64,0,0,11.03024,1.06,0.492,0.013,0.21278,0
2033,7.1736,1.8509,0,8.51091,0,0,0,19.862,4.784,155.925,0,3511.082,338.57099,977.90167,56.499,7.72,441.474,31.64767,214.62169,21.30908,0.25814,0.60806,96.11042,74.63829,8.49729,8.60687,0,202.46048,34.10371,28.72202,3.03876,40386.56,0,0,11.06871,0.985,0.467,0.012,0.21102,0
2034,7.1181,1.8645,0,8.53268,0,0,0,19.207,4.377,155.925,0,3511.082,338.42862,973.95096,55.444,7.207,421.679,31.60946,216.73702,21.59234,0.25802,0.58028,96.22556,75.50592,8.62122,8.61856,0,202.34534,33.88408,28.60326,3.08138,39560.48,0,0,11.10718,0.916,0.444,0.011,0.20926,0
2035,7.0626,1.8781,0,8.55445,0,0,0,18.573,4.005,155.925,0,3511.082,338.28625,970.00025,54.147,6.717,398.19,31.57125,218.85235,21.8756,0.2579,0.5525,96.3407,76.37355,8.74515,8.63025,0,202.2302,33.66445,28.4845,3.124,38734.4,0,0,11.14565,0.852,0.422,0.01,0.2075,0
2036,7.0071,1.8917,0,8.57622,0,0,0,17.96,3.665,155.925,0,3511.082,338.14388,966.04954,52.62,6.249,371.49,31.53304,220.96768,22.15886,0.25778,0.52472,96.45584,77.24118,8.86908,8.64194,0,202.11506,33.44482,28.36574,3.16662,37908.32,0,0,11.18412,0.793,0.401,0.008,0.20574,0
2037,6.9516,1.9053,0,8.59799,0,0,0,17.368,3.353,155.925,0,3511.082,338.00151,962.09883,50.874,5.801,341.994,31.49483,223.08301,22.44212,0.25766,0.49694,96.57098,78.10881,8.99301,8.65363,0,201.99992,33.22519,28.24698,3.20924,37082.24,0,0,11.22259,0.737,0.381,0.008,0.20398,0
2038,6.8961,1.9189,0,8.61976,0,0,0,16.794,3.068,155.925,0,3511.082,337.85914,958.14812,48.92,5.372,310.067,31.45662,225.19834,22.72538,0.25754,0.46916,96.68612,78.97644,9.11694,8.66532,0,201.88478,33.00556,28.12822,3.25186,36256.16,0,0,11.26106,0.686,0.362,0.007,0.20222,0
2039,6.8406,1.9325,0,8.64153,0,0,0,16.24,2.807,155.925,0,3511.082,337.71677,954.19741,46.769,4.96,276.024,31.41841,227.31367,23.00864,0.25742,0.44138,96.80126,79.84407,9.24087,8.67701,0,201.76964,32.78593,28.00946,3.29448,35430.08,0,0,11.29953,0.638,0.344,0.006,0.20046,0
2040,6.7851,1.9461,0,8.6633,0,0,0,15.704,2.569,155.925,0,3511.082,337.5744,950.2467,44.431,4.563,240.141,31.3802,229.429,23.2919,0.2573,0.4136,96.9164,80.7117,9.3648,8.6887,0,201.6545,32.5663,27.8907,3.3371,34604,0,0,11.338,0.593,0.326,0.005,0.1987,0
2041,6.72454,1.95661,0,8.71054,0,0,0,15.186,2.35,155.925,0,3511.082,336.95066,942.49931,42.209,4.198,208.923,31.31317,231.78318,23.57453,0.24048,0.39687,96.77125,80.10127,9.53783,8.67866,0,200.55337,32.21797,27.78233,3.38154,33711.48,0,0,11.30733,0.551,0.31,0.005,0.20369,0
2042,6.66398,1.96712,0,8.75778,0,0,0,14.685,2.151,155.925,0,3511.082,336.32692,934.75192,40.099,3.862,181.763,31.24614,234.13736,23.85716,0.22366,0.38014,96.6261,79.49084,9.71086,8.66862,0,199.45224,31.86964,27.67396,3.42598,32818.96,0,0,11.27666,0.513,0.295,0.004,0.20868,0
2043,6.60342,1.97763,0,8.80502,0,0,0,14.2,1.968,155.925,0,3511.082,335.70318,927.00453,38.094,3.553,158.134,31.17911,236.49154,24.13979,0.20684,0.36341,96.480950000000007,78.88041,9.88389,8.65858,0,198.35111,31.52131,27.56559,3.47042,31926.44,0,0,11.24599,0.477,0.28,0.004,0.21367,0
2044,6.54286,1.98814,0,8.85226,0,0,0,13.732,1.801,155.925,0,3511.082,335.07944,919.25714,36.189,3.269,137.576,31.11208,238.84572,24.42242,0.19002,0.34668,96.3358,78.26998,10.05692,8.64854,0,197.24998,31.17298,27.45722,3.51486,31033.92,0,0,11.21532,0.444,0.266,0.003,0.21866,0
2045,6.4823,1.99865,0,8.8995,0,0,0,13.279,1.648,155.925,0,3511.082,334.4557,911.50975,34.38,3.007,119.691,31.04505,241.1999,24.70505,0.1732,0.32995,96.19065,77.65955,10.22995,8.6385,0,196.14885,30.82465,27.34885,3.5593,30141.4,0,0,11.18465,0.413,0.253,0.003,0.22365,0
2046,6.42174,2.00916,0,8.94674,0,0,0,12.84,1.507,155.925,0,3511.082,333.83196,903.76236,32.661,2.767,104.131,30.97802,243.55408,24.98768,0.15638,0.31322,96.0455,77.04912,10.40298,8.62846,0,195.04772,30.47632,27.24048,3.60374,29248.88,0,0,11.15398,0.384,0.24,0.003,0.22864,0
2047,6.36118,2.01967,0,8.99398,0,0,0,12.417,1.379,155.925,0,3511.082,333.20822,896.01497,31.028,2.545,90.594,30.91099,245.90826,25.27031,0.13956,0.29649,95.90035,76.43869,10.57601,8.61842,0,193.94659,30.12799,27.13211,3.64818,28356.36,0,0,11.12331,0.357,0.228,0.002,0.23363,0
2048,6.30062,2.03018,0,9.04122,0,0,0,12.007,1.262,155.925,0,3511.082,332.58448,888.26758,29.476,2.342,78.817,30.84396,248.26244,25.55294,0.12274,0.27976,95.7552,75.82826,10.74904,8.60838,0,192.84546,29.77966,27.02374,3.69262,27463.84,0,0,11.09264,0.332,0.217,0.002,0.23862,0
2049,6.24006,2.04069,0,9.08846,0,0,0,11.611,1.155,155.925,0,3511.082,331.96074,880.52019,28.002,2.154,68.571,30.77693,250.61662,25.83557,0.10592,0.26303,95.61005,75.21783,10.92207,8.59834,0,191.74433,29.43133,26.91537,3.73706,26571.32,0,0,11.06197,0.309,0.206,0.002,0.24361,0
2050,6.1795,2.0512,0,9.1357,0,0,0,11.227,1.057,155.925,0,3511.082,331.337,872.7728,26.602,1.982,59.657,30.7099,252.9708,26.1182,0.0891,0.2463,95.4649,74.6074,11.0951,8.5883,0,190.6432,29.083,26.807,3.7815,25678.8,0,0,11.0313,0.287,0.195,0.002,0.2486,0
2051,6.11469,2.04957,0,9.11255,0,0,0,10.857,0.967,155.925,0,3511.082,329.96427,863.3512,25.272,1.824,51.901,30.26107,252.01802,26.06031,0.08327,0.23542,94.54597,75.55522,11.09689,8.58011,0,189.56776,28.72999,26.61515,3.83266,25182.07,0,0,10.86829,0.267,0.186,0.001,0.24215,0
2052,6.04988,2.04794,0,9.0894,0,0,0,10.499,0.885,155.925,0,3511.082,328.59154,853.9296,24.008,1.678,45.154,29.81224,251.06524,26.00242,0.07744,0.22454,93.62704,76.50304,11.09868,8.57192,0,188.49232,28.37698,26.4233,3.88382,24685.34,0,0,10.70528,0.248,0.176,0.001,0.2357,0
2053,5.98507,2.04631,0,9.06625,0,0,0,10.152,0.809,155.925,0,3511.082,327.21881,844.508,22.808,1.543,39.284,29.36341,250.11246,25.94453,0.07161,0.21366,92.70811,77.45086,11.10047,8.56373,0,187.41688,28.02397,26.23145,3.93498,24188.61,0,0,10.54227,0.231,0.168,0.001,0.22925,0
2054,5.92026,2.04468,0,9.0431,0,0,0,9.817,0.741,155.925,0,3511.082,325.84608,835.0864,21.668,1.42,34.177,28.91458,249.15968,25.88664,0.06578,0.20278,91.78918,78.39868,11.10226,8.55554,0,186.34144,27.67096,26.0396,3.98614,23691.88,0,0,10.37926,0.215,0.159,0.001,0.2228,0
